"","date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"292",2014-03-24,72,59,46,10,10,6,18,6,29,0,"1","No event","94107","San Francisco"
"293",2014-03-25,63,54,45,10,9,2,18,8,29,0.15,"5","Rain","94107","San Francisco"
"294",2014-03-26,62,58,53,10,8,1,23,12,35,0.63,"7","Rain","94107","San Francisco"
"295",2014-03-27,65,61,56,10,10,7,17,9,25,0,"6","No event","94107","San Francisco"
"296",2014-03-28,69,63,56,10,10,7,17,9,30,0.01,"6","Rain","94107","San Francisco"
"297",2014-03-29,60,57,53,10,8,1,24,12,29,0.87,"8","Rain","94107","San Francisco"
"298",2014-03-30,61,56,50,10,10,10,17,10,21,0,"4","No event","94107","San Francisco"
"299",2014-04-02,61,53,45,10,10,10,21,8,28,0,"4","Rain","94107","San Francisco"
"300",2014-04-03,62,54,46,10,10,10,16,8,20,0,"5","No event","94107","San Francisco"
"301",2014-04-04,61,56,50,10,9,4,22,8,28,0.32,"6","Rain","94107","San Francisco"
"302",2014-04-05,65,56,46,10,10,10,17,7,21,0,"2","No event","94107","San Francisco"
"303",2014-04-06,72,61,49,10,10,10,16,5,29,0,"2","No event","94107","San Francisco"
"304",2014-04-07,79,65,51,10,10,10,15,6,20,0,"0","No event","94107","San Francisco"
"305",2014-04-08,78,67,56,10,10,10,16,6,20,0,"3","No event","94107","San Francisco"
"306",2014-04-10,74,63,51,10,10,8,18,7,26,0,"5","No event","94107","San Francisco"
"307",2014-04-11,63,58,53,10,10,10,24,9,28,0,"7","No event","94107","San Francisco"
"308",2014-04-12,64,59,54,10,10,10,21,11,28,0,"5","No event","94107","San Francisco"
"309",2014-04-13,69,61,53,10,10,8,22,9,25,0,"4","No event","94107","San Francisco"
"310",2014-04-14,68,59,50,10,9,6,21,8,23,0,"5","No event","94107","San Francisco"
"311",2014-04-15,66,59,52,10,10,7,18,8,30,0,"4","No event","94107","San Francisco"
"312",2014-04-16,73,62,50,10,9,7,18,8,24,0,"2","No event","94107","San Francisco"
"313",2014-04-17,64,58,51,10,10,7,17,7,29,0,"2","No event","94107","San Francisco"
"314",2014-04-18,64,58,51,10,10,10,18,8,31,0,"3","No event","94107","San Francisco"
"315",2014-04-23,67,56,45,10,10,10,24,9,33,0,"3","No event","94107","San Francisco"
"316",2014-04-25,58,55,52,10,8,2,28,12,35,0.57,"8","Rain","94107","San Francisco"
"317",2014-04-26,63,53,44,10,10,10,25,10,30,0,"4","No event","94107","San Francisco"
"318",2014-04-27,64,58,52,10,10,7,24,13,30,0,"5","Rain","94107","San Francisco"
"319",2014-04-28,71,59,47,10,10,8,20,7,28,0,"1","No event","94107","San Francisco"
"320",2014-04-29,83,67,50,10,10,10,13,4,17,0,"2","No event","94107","San Francisco"
"321",2014-04-30,89,73,57,10,10,10,13,5,20,0,"2","No event","94107","San Francisco"
"322",2014-05-01,85,71,57,10,10,10,20,6,23,0,"2","No event","94107","San Francisco"
"323",2014-05-02,72,63,53,10,10,10,21,8,28,0,"5","Fog","94107","San Francisco"
"324",2014-05-06,69,61,52,10,10,10,25,11,32,0,"1","No event","94107","San Francisco"
"325",2014-05-08,65,60,54,10,10,6,18,10,23,0,"7","Rain","94107","San Francisco"
"326",2014-05-10,70,61,51,10,10,10,26,12,30,0,"2","No event","94107","San Francisco"
"327",2014-05-11,77,65,53,10,10,10,25,10,32,0,"1","No event","94107","San Francisco"
"328",2014-05-12,82,66,50,10,10,10,15,6,31,0,"2","No event","94107","San Francisco"
"329",2014-05-13,91,74,56,10,10,10,15,5,21,0,"1","No event","94107","San Francisco"
"330",2014-05-14,90,75,59,10,10,10,15,6,17,0,"2","No event","94107","San Francisco"
"331",2014-05-15,83,70,57,10,10,10,20,6,21,0,"3","No event","94107","San Francisco"
"332",2014-05-16,70,63,55,10,10,10,22,12,25,0,"5","No event","94107","San Francisco"
"333",2014-05-17,67,61,55,10,10,10,22,13,29,0,"6","No event","94107","San Francisco"
"334",2014-05-20,70,63,55,10,10,10,22,11,25,0,"5","No event","94107","San Francisco"
"335",2014-05-21,70,63,55,10,10,9,22,11,24,0,"5","No event","94107","San Francisco"
"336",2014-05-22,69,62,54,10,10,10,18,11,22,0,"6","No event","94107","San Francisco"
"337",2014-05-23,68,61,54,10,10,10,22,10,28,0,"6","No event","94107","San Francisco"
"338",2014-05-24,67,61,55,10,10,10,20,10,26,0,"3","No event","94107","San Francisco"
"339",2014-05-25,73,65,56,10,10,10,17,8,20,0,"1","No event","94107","San Francisco"
"340",2014-05-26,73,62,51,10,10,9,20,8,23,0,"0","No event","94107","San Francisco"
"341",2014-05-27,68,61,54,10,10,10,18,8,24,0,"1","No event","94107","San Francisco"
"342",2014-05-28,74,62,49,10,10,10,22,9,26,0,"0","No event","94107","San Francisco"
"343",2014-05-29,77,64,51,10,10,10,20,8,23,0,"1","No event","94107","San Francisco"
"344",2014-05-30,64,59,53,10,10,9,20,12,24,0,"6","No event","94107","San Francisco"
"345",2014-05-31,69,61,53,10,10,10,18,10,22,0,"4","No event","94107","San Francisco"
"346",2014-06-01,72,62,51,10,9,5,17,9,32,0,"3","No event","94107","San Francisco"
"347",2014-06-03,67,60,52,10,10,10,20,11,NA,0,"4","No event","94107","San Francisco"
"348",2014-06-04,70,61,52,10,10,6,20,8,21,0,"4","No event","94107","San Francisco"
"349",2014-06-05,67,60,52,10,9,6,21,11,25,0,"3","No event","94107","San Francisco"
"350",2014-06-06,68,61,53,10,10,8,21,10,24,0,"3","No event","94107","San Francisco"
"351",2014-06-07,70,63,56,10,9,7,18,8,23,0,"3","No event","94107","San Francisco"
"352",2014-06-08,86,70,53,10,9,7,18,7,23,0,"0","No event","94107","San Francisco"
"353",2014-06-09,78,68,58,10,9,7,22,10,25,0,"1","No event","94107","San Francisco"
"354",2014-06-10,68,63,57,10,10,9,23,10,28,0,"4","No event","94107","San Francisco"
"355",2014-06-11,70,64,58,10,10,10,23,12,31,0,"5","No event","94107","San Francisco"
"356",2014-06-12,66,61,55,10,10,10,21,14,25,0,"5","No event","94107","San Francisco"
"357",2014-06-13,72,64,55,10,10,10,17,8,23,0,"2","No event","94107","San Francisco"
"358",2014-06-14,80,67,53,10,10,10,23,9,25,0,"2","No event","94107","San Francisco"
"359",2014-06-15,68,61,54,10,10,8,24,13,26,0,"5","No event","94107","San Francisco"
"360",2014-06-16,65,61,56,10,10,10,22,14,26,0,"5","No event","94107","San Francisco"
"361",2014-06-17,73,62,50,10,10,10,21,7,23,0,"1","No event","94107","San Francisco"
"362",2014-06-18,82,68,53,10,10,10,21,7,23,0,"0","No event","94107","San Francisco"
"363",2014-06-19,70,61,52,10,10,9,22,9,32,0,"2","No event","94107","San Francisco"
"364",2014-06-20,74,64,54,10,10,10,22,10,24,0,"4","No event","94107","San Francisco"
"365",2014-06-21,65,59,53,10,10,10,20,8,23,0,"5","No event","94107","San Francisco"
"366",2014-06-22,66,60,54,10,10,10,25,12,30,0,"4","No event","94107","San Francisco"
"367",2014-06-23,70,63,55,10,10,10,20,9,29,0,"5","No event","94107","San Francisco"
"368",2014-06-24,70,62,54,10,10,10,21,10,26,0,"3","No event","94107","San Francisco"
"369",2014-06-25,68,63,57,10,10,8,21,13,33,0,"7","No event","94107","San Francisco"
"370",2014-06-26,70,65,59,10,10,7,18,12,32,0,"5","Rain","94107","San Francisco"
"371",2014-06-27,71,64,57,10,10,10,21,9,29,0,"5","No event","94107","San Francisco"
"372",2014-06-28,72,65,57,10,10,10,20,9,25,0,"3","No event","94107","San Francisco"
"373",2014-06-29,80,67,54,10,10,10,18,8,22,0,"0","No event","94107","San Francisco"
"374",2014-06-30,82,70,57,10,10,8,20,9,35,0,"3","No event","94107","San Francisco"
"375",2014-07-01,72,64,56,10,10,10,21,10,29,0,"5","No event","94107","San Francisco"
"376",2014-07-02,70,64,57,10,10,10,21,11,23,0,"6","No event","94107","San Francisco"
"377",2014-07-03,69,62,54,10,10,10,18,10,25,0,"3","No event","94107","San Francisco"
"378",2014-07-04,67,61,54,10,10,9,21,9,24,0,"4","No event","94107","San Francisco"
"379",2014-07-05,72,63,53,10,10,10,18,7,32,0,"3","No event","94107","San Francisco"
"380",2014-07-06,70,62,53,10,10,10,21,10,25,0,"3","No event","94107","San Francisco"
"381",2014-07-07,70,62,54,10,10,10,23,9,35,0,"7","No event","94107","San Francisco"
"382",2014-07-08,68,63,57,10,10,10,18,9,28,0,"5","No event","94107","San Francisco"
"383",2014-07-09,71,64,57,10,10,10,20,8,23,0,"4","No event","94107","San Francisco"
"384",2014-07-10,73,67,60,10,10,10,18,9,22,0,"4","No event","94107","San Francisco"
"385",2014-07-11,72,67,61,10,10,10,22,13,25,0,"5","No event","94107","San Francisco"
"386",2014-07-12,70,64,58,10,10,6,23,12,25,0,"5","No event","94107","San Francisco"
"387",2014-07-13,71,65,58,10,9,6,16,8,21,0,"6","No event","94107","San Francisco"
"388",2014-07-14,76,67,57,10,10,9,24,9,30,0,"3","No event","94107","San Francisco"
"389",2014-07-15,77,68,59,10,10,10,20,11,23,0,"6","No event","94107","San Francisco"
"390",2014-07-16,74,68,62,10,10,10,23,14,28,0,"6","No event","94107","San Francisco"
"391",2014-07-17,73,68,63,10,10,10,21,13,24,0,"4","No event","94107","San Francisco"
"392",2014-07-18,71,67,63,10,10,10,20,12,23,0,"6","No event","94107","San Francisco"
"393",2014-07-19,72,67,62,10,10,10,20,10,24,0,"6","No event","94107","San Francisco"
"394",2014-07-20,73,68,62,10,10,10,20,11,25,0,"6","No event","94107","San Francisco"
"395",2014-07-21,74,69,63,10,10,10,20,11,22,0,"5","No event","94107","San Francisco"
"396",2014-07-22,76,70,63,10,10,10,21,10,30,0.01,"5","Rain","94107","San Francisco"
"397",2014-07-23,76,70,63,10,10,10,20,9,23,0,"4","No event","94107","San Francisco"
"398",2014-07-24,83,73,62,10,10,10,17,7,20,0,"2","No event","94107","San Francisco"
"399",2014-07-25,90,75,60,10,10,8,18,8,22,0,"0","No event","94107","San Francisco"
"400",2014-07-26,77,69,61,10,10,9,21,11,23,0,"2","No event","94107","San Francisco"
"401",2014-07-27,78,70,61,10,10,9,23,11,25,0,"4","No event","94107","San Francisco"
"402",2014-07-28,72,67,61,10,10,10,21,10,24,0,"6","No event","94107","San Francisco"
"403",2014-07-29,76,68,60,10,10,10,20,11,22,0,"2","No event","94107","San Francisco"
"404",2014-07-30,73,66,59,10,10,10,21,11,24,0,"4","No event","94107","San Francisco"
"405",2014-07-31,71,65,59,10,10,9,17,9,22,0,"5","No event","94107","San Francisco"
"406",2014-08-01,72,65,58,10,9,7,18,9,22,0,"3","No event","94107","San Francisco"
"407",2014-08-02,68,64,60,10,10,9,18,10,23,0,"6","No event","94107","San Francisco"
"408",2014-08-03,69,65,61,10,10,10,18,11,29,0,"7","No event","94107","San Francisco"
"409",2014-08-04,73,67,61,10,10,10,17,10,21,0,"7","No event","94107","San Francisco"
"410",2014-08-05,74,68,62,10,10,10,20,7,26,0,"7","No event","94107","San Francisco"
"411",2014-08-07,69,65,60,10,10,8,18,7,29,0,"5","No event","94107","San Francisco"
"412",2014-08-08,73,66,58,10,9,7,20,11,28,0,"3","No event","94107","San Francisco"
"413",2014-08-09,67,63,59,10,10,9,21,12,31,0,"6","No event","94107","San Francisco"
"414",2014-08-11,73,67,61,10,10,10,18,9,22,0,"4","No event","94107","San Francisco"
"415",2014-08-12,74,68,61,10,10,10,20,10,31,0,"6","No event","94107","San Francisco"
"416",2014-08-13,75,68,60,10,10,10,21,9,24,0,"5","No event","94107","San Francisco"
"417",2014-08-14,73,66,59,10,10,10,20,9,26,0,"5","No event","94107","San Francisco"
"418",2014-08-16,73,67,60,10,10,10,20,9,23,0,"4","No event","94107","San Francisco"
"419",2014-08-17,72,65,58,10,10,10,21,10,24,0,"5","No event","94107","San Francisco"
"420",2014-08-18,68,64,60,10,10,9,22,11,28,0,"7","No event","94107","San Francisco"
"421",2014-08-19,74,67,60,10,10,9,21,10,23,0,"5","Rain","94107","San Francisco"
"422",2014-08-20,73,68,62,10,10,10,18,10,28,0,"5","No event","94107","San Francisco"
"423",2014-08-21,75,68,61,10,10,10,20,8,23,0,"4","No event","94107","San Francisco"
"424",2014-08-22,75,69,62,10,10,10,21,8,28,0,"5","No event","94107","San Francisco"
"425",2014-08-23,75,68,60,10,10,10,16,9,20,0,"3","No event","94107","San Francisco"
"426",2014-08-24,74,67,59,10,10,10,21,11,23,0,"4","No event","94107","San Francisco"
"427",2014-08-25,72,68,63,10,10,10,18,11,24,0,"5","No event","94107","San Francisco"
"428",2014-08-26,75,69,62,10,10,10,18,9,23,0,"2","No event","94107","San Francisco"
"429",2014-08-27,77,68,59,10,10,8,21,9,22,0,"1","No event","94107","San Francisco"
"430",2014-08-28,75,68,60,10,10,10,20,9,22,0,"4","No event","94107","San Francisco"
"431",2014-08-29,72,67,61,10,10,10,21,7,24,0,"7","No event","94107","San Francisco"
"432",2014-08-30,77,68,59,10,10,10,18,8,21,0,"3","Fog","94107","San Francisco"
"433",2014-08-31,76,69,61,10,10,10,17,8,28,0,"3","No event","94107","San Francisco"
"434",2014-03-01,64,58,53,10,10,5,17,9,25,0.01,"7","Rain","94063","Redwood City"
"435",2014-03-02,60,55,50,10,10,2,12,2,17,0,"5","Rain","94063","Redwood City"
"436",2014-03-03,59,54,48,10,10,9,20,2,31,0,"6","Rain","94063","Redwood City"
"437",2014-03-04,64,60,55,10,10,10,13,4,NA,0,"6","No event","94063","Redwood City"
"438",2014-03-05,71,63,55,10,9,2,17,3,22,0.02,"7","Rain","94063","Redwood City"
"439",2014-03-06,64,58,53,10,9,3,12,5,NA,0,"6","Rain","94063","Redwood City"
"440",2014-03-07,66,58,50,10,10,10,9,3,NA,0,"1","No event","94063","Redwood City"
"441",2014-03-08,71,60,48,10,10,10,8,2,NA,0,"2","No event","94063","Redwood City"
"442",2014-03-09,71,64,57,10,10,10,8,2,NA,0,"3","No event","94063","Redwood City"
"443",2014-03-10,66,60,55,10,10,10,14,5,18,0,"4","No event","94063","Redwood City"
"444",2014-03-11,68,59,50,10,10,10,15,6,20,0,"0","No event","94063","Redwood City"
"445",2014-03-12,71,63,55,10,10,8,18,9,20,0,"0","No event","94063","Redwood City"
"446",2014-03-13,77,64,50,10,10,5,10,2,NA,0,"0","No event","94063","Redwood City"
"447",2014-03-14,69,58,48,10,10,7,10,3,NA,0,"1","No event","94063","Redwood City"
"448",2014-03-15,77,62,48,10,10,10,9,2,NA,0,"0","No event","94063","Redwood City"
"449",2014-03-16,75,62,50,10,10,10,12,2,17,0,"1","No event","94063","Redwood City"
"450",2014-03-17,66,60,53,10,10,10,22,10,29,0,"2","No event","94063","Redwood City"
"451",2014-03-18,68,57,46,10,10,10,12,1,NA,0,"1","No event","94063","Redwood City"
"452",2014-03-19,71,58,46,10,10,10,8,2,NA,0,"1","No event","94063","Redwood City"
"453",2014-03-20,69,61,53,10,10,10,13,2,NA,0,"2","No event","94063","Redwood City"
"454",2014-03-21,64,55,46,10,10,8,13,3,18,0,"1","No event","94063","Redwood City"
"455",2014-03-22,66,56,46,10,10,6,12,3,NA,0,"4","No event","94063","Redwood City"
"456",2014-03-23,66,57,48,10,10,7,12,2,NA,0,"3","No event","94063","Redwood City"
"457",2014-03-24,75,62,48,10,10,6,10,3,NA,0,"0","No event","94063","Redwood City"
"458",2014-03-25,62,53,44,10,10,4,12,5,17,0,"3","Rain","94063","Redwood City"
"459",2014-03-26,60,55,50,10,9,2,16,6,20,0,"5","Rain","94063","Redwood City"
"460",2014-03-27,62,58,53,10,10,5,13,3,16,0.03,"7","Rain","94063","Redwood City"
"461",2014-03-28,68,60,53,10,10,10,14,4,17,0,"4","No event","94063","Redwood City"
"462",2014-03-29,59,55,51,10,8,2,15,7,NA,0,"6","Rain","94063","Redwood City"
"463",2014-03-30,59,54,48,10,10,10,12,6,NA,0,"2","No event","94063","Redwood City"
"464",2014-03-31,55,50,44,10,9,1,20,4,24,0,"4","Rain","94063","Redwood City"
"465",2014-04-01,57,50,44,10,10,4,15,7,21,0,"5","Rain","94063","Redwood City"
"466",2014-04-02,59,52,44,10,10,3,10,4,NA,0.02,"4","Rain","94063","Redwood City"
"467",2014-04-03,62,53,44,10,10,10,13,3,17,0,"3","No event","94063","Redwood City"
"468",2014-04-04,57,54,50,10,9,2,13,7,21,0.04,"6","Rain","94063","Redwood City"
"469",2014-04-05,64,56,48,10,10,10,17,5,22,0,"2","No event","94063","Redwood City"
"470",2014-04-06,77,62,48,10,10,10,10,1,NA,0,"0","No event","94063","Redwood City"
"471",2014-04-07,80,66,53,10,10,2,13,1,NA,0,"0","No event","94063","Redwood City"
"472",2014-04-08,82,70,57,10,10,10,13,3,NA,0,"1","No event","94063","Redwood City"
"473",2014-04-09,68,60,51,10,10,7,10,4,NA,0,"2","No event","94063","Redwood City"
"474",2014-04-10,73,62,50,10,9,5,8,2,NA,0,"3","No event","94063","Redwood City"
"475",2014-04-11,66,60,53,10,10,8,12,4,NA,0,"4","No event","94063","Redwood City"
"476",2014-04-12,66,58,50,10,10,10,16,4,20,0,"4","No event","94063","Redwood City"
"477",2014-04-13,69,61,53,10,10,10,13,4,NA,0,"4","No event","94063","Redwood City"
"478",2014-04-14,69,60,51,10,10,7,12,4,NA,0,"3","No event","94063","Redwood City"
"479",2014-04-15,69,60,51,10,10,7,14,5,17,0,"2","No event","94063","Redwood City"
"480",2014-04-16,77,64,50,10,9,5,14,3,NA,0,"2","No event","94063","Redwood City"
"481",2014-04-17,66,60,53,10,10,8,22,5,28,0,"1","No event","94063","Redwood City"
"482",2014-04-18,66,58,50,10,10,10,16,7,NA,0,"1","No event","94063","Redwood City"
"483",2014-04-19,66,58,50,10,10,10,20,5,17,0,"2","No event","94063","Redwood City"
"484",2014-04-20,80,66,51,10,10,10,13,3,NA,0,"0","No event","94063","Redwood City"
"485",2014-04-21,66,58,50,10,10,7,18,4,24,0,"4","No event","94063","Redwood City"
"486",2014-04-22,60,55,50,10,10,3,22,11,28,0,"4","Rain","94063","Redwood City"
"487",2014-04-23,64,57,50,10,10,10,16,9,20,0,"1","No event","94063","Redwood City"
"488",2014-04-24,66,60,53,10,10,4,16,6,20,0,"4","Rain","94063","Redwood City"
"489",2014-04-25,57,54,50,10,9,2,16,7,23,0,"8","Rain","94063","Redwood City"
"490",2014-04-26,59,54,48,10,10,10,20,11,28,0,"3","No event","94063","Redwood City"
"491",2014-04-27,62,58,53,10,10,10,17,5,22,0,"5","No event","94063","Redwood City"
"492",2014-04-28,71,60,50,10,10,10,16,5,23,0,"0","No event","94063","Redwood City"
"493",2014-04-29,86,70,53,10,10,9,10,1,NA,0,"1","No event","94063","Redwood City"
"494",2014-04-30,89,74,59,10,10,10,10,2,NA,0,"2","No event","94063","Redwood City"
"495",2014-05-02,77,67,57,10,10,10,13,2,NA,0,"2","No event","94063","Redwood City"
"496",2014-05-03,66,60,53,10,10,10,21,7,24,0,"2","No event","94063","Redwood City"
"497",2014-05-04,66,60,55,10,10,10,16,7,18,0,"3","No event","94063","Redwood City"
"498",2014-05-05,64,60,53,10,10,10,23,11,32,0,"2","No event","94063","Redwood City"
"499",2014-05-06,66,58,51,10,10,9,23,13,32,0,"1","No event","94063","Redwood City"
"500",2014-05-07,62,56,50,10,10,9,21,8,26,0,"5","No event","94063","Redwood City"
"501",2014-05-08,66,60,53,10,10,8,12,6,NA,0,"6","No event","94063","Redwood City"
"502",2014-05-09,66,60,55,10,10,8,20,8,26,0,"5","No event","94063","Redwood City"
"503",2014-05-10,64,58,53,10,10,10,26,10,34,0,"0","No event","94063","Redwood City"
"504",2014-05-11,75,64,53,10,10,10,18,7,25,0,"0","No event","94063","Redwood City"
"505",2014-05-12,86,68,51,10,10,10,12,1,NA,0,"1","No event","94063","Redwood City"
"506",2014-05-13,91,75,59,10,10,10,13,2,16,0,"0","No event","94063","Redwood City"
"507",2014-05-14,91,76,62,10,10,10,14,4,NA,0,"1","No event","94063","Redwood City"
"508",2014-05-15,87,74,62,10,10,10,15,2,21,0,"1","No event","94063","Redwood City"
"509",2014-05-16,80,68,55,10,10,10,15,5,20,0,"1","No event","94063","Redwood City"
"510",2014-05-17,66,60,55,10,10,10,17,8,23,0,"3","No event","94063","Redwood City"
"511",2014-05-18,68,62,57,10,10,10,23,12,31,0,"2","No event","94063","Redwood City"
"512",2014-05-19,64,60,55,10,10,3,20,13,25,0,"3","Rain","94063","Redwood City"
"513",2014-05-20,68,60,53,10,10,10,16,7,24,0,"5","No event","94063","Redwood City"
"514",2014-05-21,73,64,55,10,10,10,21,7,23,0,"3","No event","94063","Redwood City"
"515",2014-05-22,71,63,55,10,10,10,13,6,NA,0,"4","No event","94063","Redwood City"
"516",2014-05-23,73,64,55,10,10,10,22,7,24,0,"5","No event","94063","Redwood City"
"517",2014-05-24,69,63,57,10,10,10,15,6,21,0,"1","No event","94063","Redwood City"
"518",2014-05-25,80,68,55,10,10,8,24,5,30,0,"0","No event","94063","Redwood City"
"519",2014-05-26,80,68,55,10,10,8,23,4,33,0,"0","No event","94063","Redwood City"
"520",2014-05-27,71,62,53,10,10,10,20,9,28,0,"0","No event","94063","Redwood City"
"521",2014-05-28,75,64,53,10,10,10,15,8,21,0,"0","No event","94063","Redwood City"
"522",2014-05-29,80,66,53,10,10,10,20,3,23,0,"0","No event","94063","Redwood City"
"523",2014-05-30,64,58,53,10,10,8,22,7,26,0,"2","No event","94063","Redwood City"
"524",2014-05-31,71,62,53,10,10,10,14,8,18,0,"4","No event","94063","Redwood City"
"525",2014-06-01,75,64,53,10,10,9,14,4,NA,0,"2","No event","94063","Redwood City"
"526",2014-06-02,68,60,53,10,10,10,17,5,24,0,"4","No event","94063","Redwood City"
"527",2014-06-03,68,60,51,10,10,10,12,5,NA,0,"3","No event","94063","Redwood City"
"528",2014-06-04,78,66,53,10,9,6,13,3,NA,0,"3","No event","94063","Redwood City"
"529",2014-06-05,75,64,53,10,10,7,13,4,NA,0,"2","No event","94063","Redwood City"
"530",2014-06-06,71,63,55,10,9,2,12,5,16,0,"4","No event","94063","Redwood City"
"531",2014-06-07,73,64,55,10,10,7,13,4,NA,0,"4","No event","94063","Redwood City"
"532",2014-06-08,95,76,57,10,8,5,15,2,NA,0,"1","No event","94063","Redwood City"
"533",2014-06-09,86,74,62,10,10,8,14,3,NA,0,"0","No event","94063","Redwood City"
"534",2014-06-10,77,67,57,10,10,8,13,5,16,0,"2","No event","94063","Redwood City"
"535",2014-06-11,73,65,57,10,10,10,16,5,21,0,"1","No event","94063","Redwood City"
"536",2014-06-12,66,60,53,10,10,10,21,9,26,0,"2","No event","94063","Redwood City"
"537",2014-06-13,77,66,55,10,10,10,17,5,22,0,"0","No event","94063","Redwood City"
"538",2014-06-14,80,68,55,10,10,10,13,5,21,0,"1","No event","94063","Redwood City"
"539",2014-06-15,68,62,55,10,9,6,22,9,29,0,"4","No event","94063","Redwood City"
"540",2014-06-16,62,58,55,10,10,8,20,12,26,0,"4","No event","94063","Redwood City"
"541",2014-06-17,75,62,50,10,10,9,15,3,20,0,"0","No event","94063","Redwood City"
"542",2014-06-18,86,70,55,10,10,10,15,2,22,0,"0","No event","94063","Redwood City"
"543",2014-06-19,73,64,55,10,10,10,18,5,NA,0,"1","No event","94063","Redwood City"
"544",2014-06-20,82,68,55,10,10,10,16,5,22,0,"1","No event","94063","Redwood City"
"545",2014-06-21,68,62,55,10,10,9,14,5,18,0,"2","No event","94063","Redwood City"
"546",2014-06-22,68,60,53,10,10,9,21,6,26,0,"2","No event","94063","Redwood City"
"547",2014-06-23,75,64,53,10,10,10,16,6,22,0,"1","No event","94063","Redwood City"
"548",2014-06-24,73,65,57,10,10,10,24,4,32,0,"0","No event","94063","Redwood City"
"549",2014-06-25,66,62,57,10,10,10,14,6,23,0,"3","No event","94063","Redwood City"
"550",2014-06-26,73,66,59,10,10,10,14,7,18,0,"5","No event","94063","Redwood City"
"551",2014-06-27,77,67,57,10,10,10,15,6,17,0,"1","No event","94063","Redwood City"
"552",2014-06-28,75,67,59,10,10,10,16,8,21,0,"2","No event","94063","Redwood City"
"553",2014-06-29,86,72,57,10,10,10,14,5,NA,0,"0","No event","94063","Redwood City"
"554",2014-06-30,89,76,62,10,10,9,14,3,NA,0,"1","No event","94063","Redwood City"
"555",2014-07-01,75,67,59,10,10,9,12,5,NA,0,"3","No event","94063","Redwood City"
"556",2014-07-02,73,65,57,10,10,10,20,6,25,0,"4","No event","94063","Redwood City"
"557",2014-07-03,77,67,57,10,10,10,20,6,24,0,"0","No event","94063","Redwood City"
"558",2014-07-04,78,66,55,10,10,5,14,4,18,0,"2","No event","94063","Redwood City"
"559",2014-07-05,82,68,55,10,10,8,14,4,NA,0,"3","No event","94063","Redwood City"
"560",2014-07-06,75,64,53,10,10,10,10,4,NA,0,"1","No event","94063","Redwood City"
"561",2014-07-07,80,68,57,10,10,10,15,4,NA,0,"2","No event","94063","Redwood City"
"562",2014-07-08,73,66,59,10,10,10,13,4,16,0,"2","No event","94063","Redwood City"
"563",2014-07-09,75,67,59,10,10,10,13,4,NA,0,"4","No event","94063","Redwood City"
"564",2014-07-10,75,68,60,10,10,10,16,6,22,0,"3","No event","94063","Redwood City"
"565",2014-07-11,73,66,59,10,10,10,16,6,24,0,"2","No event","94063","Redwood City"
"566",2014-07-12,73,66,57,10,10,10,16,8,21,0,"4","No event","94063","Redwood City"
"567",2014-07-13,77,67,57,10,10,10,12,7,NA,0,"5","No event","94063","Redwood City"
"568",2014-07-14,80,70,60,10,10,10,9,3,NA,0,"1","No event","94063","Redwood City"
"569",2014-07-15,80,70,59,10,10,9,12,4,NA,0,"2","No event","94063","Redwood City"
"570",2014-07-16,77,70,64,10,10,10,16,5,21,0,"3","Rain","94063","Redwood City"
"571",2014-07-17,75,68,62,10,10,10,16,4,22,0,"1","Rain","94063","Redwood City"
"572",2014-07-18,73,66,60,10,10,10,15,3,21,0,"3","No event","94063","Redwood City"
"573",2014-07-19,75,68,62,10,10,10,13,4,18,0,"5","No event","94063","Redwood City"
"574",2014-07-20,77,70,62,10,10,10,15,5,21,0,"5","No event","94063","Redwood City"
"575",2014-07-21,75,70,64,10,10,10,15,4,21,0,"2","No event","94063","Redwood City"
"576",2014-07-22,75,68,62,10,10,10,16,6,22,0,"3","No event","94063","Redwood City"
"577",2014-07-23,77,70,62,10,10,10,16,5,20,0,"3","No event","94063","Redwood City"
"578",2014-07-24,89,74,59,10,10,10,13,4,21,0,"0","No event","94063","Redwood City"
"579",2014-07-25,93,78,62,10,10,10,15,2,NA,0,"0","No event","94063","Redwood City"
"580",2014-07-26,84,73,62,10,10,9,17,4,NA,0,"1","No event","94063","Redwood City"
"581",2014-07-27,80,71,62,10,10,10,13,4,NA,0,"1","No event","94063","Redwood City"
"582",2014-07-28,78,70,62,10,10,10,14,5,NA,0,"4","No event","94063","Redwood City"
"583",2014-07-29,78,69,60,10,10,10,15,5,NA,0,"1","No event","94063","Redwood City"
"584",2014-07-30,75,67,59,10,10,10,14,4,NA,0,"2","No event","94063","Redwood City"
"585",2014-07-31,73,66,59,10,10,8,9,3,NA,0,"3","No event","94063","Redwood City"
"586",2014-08-01,78,68,59,10,10,8,12,3,NA,0,"1","No event","94063","Redwood City"
"587",2014-08-02,75,67,59,10,10,9,16,5,NA,0,"4","No event","94063","Redwood City"
"588",2014-08-03,71,65,59,10,10,10,14,6,NA,0,"6","No event","94063","Redwood City"
"589",2014-08-04,71,65,59,10,10,10,12,6,NA,0,"6","No event","94063","Redwood City"
"590",2014-08-05,75,68,62,10,10,10,13,5,18,0,"5","No event","94063","Redwood City"
