"","date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"884",2014-06-03,72,64,56,10,10,10,16,7,20,0,"3","No event","94041","Mountain View"
"885",2014-06-04,76,66,56,10,10,9,15,5,18,0,"2","No event","94041","Mountain View"
"886",2014-06-05,75,66,57,10,9,7,17,6,21,0,"2","No event","94041","Mountain View"
"887",2014-06-06,74,66,57,10,10,8,16,7,21,0,"2","No event","94041","Mountain View"
"888",2014-06-07,75,65,54,10,10,9,15,5,21,0,"3","No event","94041","Mountain View"
"889",2014-06-08,88,74,59,10,9,8,17,5,22,0,"0","No event","94041","Mountain View"
"890",2014-06-09,82,73,63,10,10,10,20,6,22,0,"0","No event","94041","Mountain View"
"891",2014-06-10,74,68,61,10,10,10,17,7,22,0,"2","No event","94041","Mountain View"
"892",2014-06-11,76,67,58,10,10,10,20,10,23,0,"0","No event","94041","Mountain View"
"893",2014-06-12,72,65,58,10,10,10,22,8,25,0,"3","No event","94041","Mountain View"
"894",2014-06-13,77,66,54,10,10,10,21,6,25,0,"0","No event","94041","Mountain View"
"895",2014-06-14,86,71,56,10,10,10,25,7,28,0,"0","No event","94041","Mountain View"
"896",2014-06-15,73,65,56,10,10,10,23,7,26,0,"0","No event","94041","Mountain View"
"897",2014-06-16,69,63,56,10,10,10,21,7,26,0,"0","No event","94041","Mountain View"
"898",2014-06-17,78,65,52,10,10,10,21,8,24,0,"0","No event","94041","Mountain View"
"899",2014-06-18,88,71,54,10,10,10,22,7,24,0,"0","No event","94041","Mountain View"
"900",2014-06-19,75,66,56,10,10,10,24,9,28,0,"0","No event","94041","Mountain View"
"901",2014-06-20,84,71,57,10,10,10,21,6,25,0,"0","No event","94041","Mountain View"
"902",2014-06-21,71,64,56,10,10,9,18,7,21,0,"0","No event","94041","Mountain View"
"903",2014-06-22,71,63,54,10,10,10,21,7,24,0,"0","No event","94041","Mountain View"
"904",2014-06-23,74,65,56,10,10,10,20,7,23,0,"2","No event","94041","Mountain View"
"905",2014-06-24,79,68,57,10,10,10,22,8,26,0,"0","No event","94041","Mountain View"
"906",2014-06-25,76,67,58,10,10,10,22,8,28,0,"0","No event","94041","Mountain View"
"907",2014-06-26,75,68,61,10,10,9,22,9,25,0.01,"3","Rain","94041","Mountain View"
"908",2014-06-27,77,69,60,10,10,10,22,9,25,0,"3","No event","94041","Mountain View"
"909",2014-06-28,78,69,59,10,10,10,23,8,26,0,"0","No event","94041","Mountain View"
"910",2014-06-29,83,71,58,10,10,10,18,6,22,0,"0","No event","94041","Mountain View"
"911",2014-06-30,86,74,62,10,10,10,17,5,21,0,"0","No event","94041","Mountain View"
"912",2014-07-01,76,69,61,10,10,9,20,9,24,0,"2","No event","94041","Mountain View"
"913",2014-07-02,77,69,60,10,10,4,24,9,29,0,"3","No event","94041","Mountain View"
"914",2014-07-03,75,66,57,10,10,10,18,7,22,0,"0","No event","94041","Mountain View"
"915",2014-07-04,74,66,57,10,10,8,18,7,22,0,"1","No event","94041","Mountain View"
"916",2014-07-05,78,67,56,10,10,8,14,6,17,0,"2","No event","94041","Mountain View"
"917",2014-07-06,77,66,55,10,10,10,14,6,18,0,"1","No event","94041","Mountain View"
"918",2014-07-07,80,69,58,10,10,10,17,5,21,0,"2","No event","94041","Mountain View"
"919",2014-07-08,76,68,60,10,10,10,18,8,22,0,"2","No event","94041","Mountain View"
"920",2014-07-09,77,68,59,10,10,9,17,8,23,0,"3","No event","94041","Mountain View"
"921",2014-07-10,77,68,59,10,10,6,18,9,22,0,"0","No event","94041","Mountain View"
"922",2014-07-11,75,67,59,10,9,2,22,9,25,0,"2","No event","94041","Mountain View"
"923",2014-07-12,71,66,60,10,10,10,20,8,23,0,"4","No event","94041","Mountain View"
"924",2014-07-13,73,66,58,10,10,10,13,6,18,0,"3","No event","94041","Mountain View"
"925",2014-07-14,81,72,62,10,10,10,14,5,18,0,"0","No event","94041","Mountain View"
"926",2014-07-15,80,71,61,10,10,10,20,8,23,0,"2","No event","94041","Mountain View"
"927",2014-07-16,80,72,64,10,10,10,25,9,29,0,"3","No event","94041","Mountain View"
"928",2014-07-17,79,71,62,10,10,10,25,9,28,0,"0","No event","94041","Mountain View"
"929",2014-07-18,74,68,62,10,10,10,21,9,24,0,"2","No event","94041","Mountain View"
"930",2014-07-19,76,70,63,10,10,10,21,8,25,0,"3","No event","94041","Mountain View"
"931",2014-07-20,78,71,64,10,10,10,22,10,26,0,"4","No event","94041","Mountain View"
"932",2014-07-21,78,71,64,10,10,10,22,9,26,0,"3","No event","94041","Mountain View"
"933",2014-07-22,79,72,64,10,10,10,20,7,24,0,"4","Rain","94041","Mountain View"
"934",2014-07-23,77,70,62,10,10,10,22,7,29,0,"1","No event","94041","Mountain View"
"935",2014-07-24,85,73,61,10,10,10,21,7,23,0,"1","No event","94041","Mountain View"
"936",2014-07-25,95,79,62,10,10,10,20,5,23,0,"0","No event","94041","Mountain View"
"937",2014-07-26,84,74,63,10,10,8,17,6,21,0,"0","No event","94041","Mountain View"
"938",2014-07-27,85,74,63,10,10,10,15,7,20,0,"1","No event","94041","Mountain View"
"939",2014-07-28,79,70,61,10,10,10,16,5,21,0,"1","No event","94041","Mountain View"
"940",2014-07-29,80,72,63,10,10,10,15,7,18,0,"2","No event","94041","Mountain View"
"941",2014-07-30,80,72,63,10,10,8,17,6,21,0,"3","No event","94041","Mountain View"
"942",2014-07-31,78,70,62,10,10,9,14,5,18,0,"3","No event","94041","Mountain View"
"943",2014-08-01,78,70,62,10,10,9,15,6,21,0,"0","No event","94041","Mountain View"
"944",2014-08-02,72,67,62,10,10,9,14,7,NA,0,"5","No event","94041","Mountain View"
"945",2014-08-03,72,67,62,10,10,10,20,8,23,0,"5","No event","94041","Mountain View"
"946",2014-08-04,75,69,62,10,10,10,17,7,22,0,"3","No event","94041","Mountain View"
"947",2014-08-05,79,71,63,10,10,10,18,6,24,0,"4","No event","94041","Mountain View"
"948",2014-08-06,83,73,63,10,10,8,20,6,23,0,"2","Rain","94041","Mountain View"
"949",2014-08-07,74,68,62,10,10,10,20,7,23,0,"3","No event","94041","Mountain View"
"950",2014-08-08,77,69,60,10,10,9,17,6,20,0,"1","No event","94041","Mountain View"
"951",2014-08-09,72,66,59,10,10,10,21,7,24,0,"1","No event","94041","Mountain View"
"952",2014-08-10,77,69,60,10,10,10,17,6,21,0,"3","No event","94041","Mountain View"
"953",2014-08-11,76,69,62,10,10,10,18,7,21,0,"3","No event","94041","Mountain View"
"954",2014-08-12,77,68,59,10,10,10,22,7,25,0,"1","No event","94041","Mountain View"
"955",2014-08-13,77,69,61,10,10,10,24,7,28,0,"3","No event","94041","Mountain View"
"956",2014-08-14,76,69,61,10,10,10,18,6,23,0,"2","No event","94041","Mountain View"
"957",2014-08-15,77,69,60,10,10,10,17,6,18,0,"2","No event","94041","Mountain View"
"958",2014-08-16,78,69,60,10,10,9,15,6,20,0,"4","No event","94041","Mountain View"
"959",2014-08-17,74,67,60,10,10,10,16,7,21,0,"4","No event","94041","Mountain View"
"960",2014-08-18,72,67,62,10,10,8,22,7,25,0,"4","No event","94041","Mountain View"
"961",2014-08-19,79,71,63,10,10,10,20,7,23,0,"4","No event","94041","Mountain View"
"962",2014-08-20,79,70,60,10,10,10,17,6,21,0,"2","No event","94041","Mountain View"
"963",2014-08-22,80,71,61,10,10,9,24,8,28,0,"2","No event","94041","Mountain View"
"964",2014-08-23,77,69,60,10,10,10,17,7,21,0,"3","No event","94041","Mountain View"
"965",2014-08-24,76,69,61,10,10,10,20,8,24,0,"3","No event","94041","Mountain View"
"966",2014-08-25,76,68,59,10,10,10,23,6,28,0,"2","No event","94041","Mountain View"
"967",2014-08-26,75,67,58,10,10,10,17,6,22,0,"1","No event","94041","Mountain View"
"968",2014-08-27,80,70,60,10,10,10,21,6,23,0,"0","No event","94041","Mountain View"
"969",2014-08-28,79,70,61,10,10,10,17,5,21,0,"2","No event","94041","Mountain View"
"970",2014-08-29,80,71,62,10,10,10,20,5,24,0,"3","No event","94041","Mountain View"
"971",2014-08-30,81,71,61,10,10,10,23,7,26,0,"0","No event","94041","Mountain View"
"972",2014-08-31,79,69,59,10,10,10,21,6,23,0,"0","No event","94041","Mountain View"
"973",2014-03-02,63,57,50,10,10,7,20,9,24,0.02,"5","Rain","95113","San Jose"
"974",2014-03-03,63,56,48,10,10,7,22,8,28,0.17,"6","Rain","95113","San Jose"
"975",2014-03-04,68,61,53,10,10,10,22,6,28,0,"7","No event","95113","San Jose"
"976",2014-03-05,74,63,52,10,9,5,16,8,21,0,"7","No event","95113","San Jose"
"977",2014-03-06,67,60,52,10,10,8,15,7,20,0.02,"6","Rain","95113","San Jose"
"978",2014-03-07,68,58,48,10,10,10,15,6,23,0,"3","No event","95113","San Jose"
"979",2014-03-08,74,60,45,10,10,10,12,3,14,0,"4","No event","95113","San Jose"
"980",2014-03-09,81,69,57,10,10,10,15,4,20,0,"5","No event","95113","San Jose"
"981",2014-03-10,69,62,55,10,9,2,20,10,23,0.01,"4","Rain","95113","San Jose"
"982",2014-03-12,77,64,50,10,10,10,18,7,28,0,"0","No event","95113","San Jose"
"983",2014-03-13,77,62,46,10,10,10,14,4,NA,0,"0","No event","95113","San Jose"
"984",2014-03-14,71,58,44,10,10,9,15,5,18,0,"2","No event","95113","San Jose"
"985",2014-03-15,79,64,48,10,10,10,15,5,18,0,"0","No event","95113","San Jose"
"986",2014-03-16,80,65,49,10,10,10,20,5,24,0,"2","No event","95113","San Jose"
"987",2014-03-17,69,59,48,10,10,10,18,8,23,0,"3","No event","95113","San Jose"
"988",2014-03-18,71,58,44,10,10,10,20,6,24,0,"0","No event","95113","San Jose"
"989",2014-03-19,76,61,45,10,10,10,14,4,16,0,"3","No event","95113","San Jose"
"990",2014-03-20,74,62,49,10,10,10,18,6,22,0,"4","No event","95113","San Jose"
"991",2014-03-21,70,58,46,10,10,9,17,5,21,0,"2","No event","95113","San Jose"
"992",2014-03-22,71,59,46,10,10,10,15,6,17,0,"1","No event","95113","San Jose"
"993",2014-03-23,69,58,47,10,10,7,15,5,17,0,"3","No event","95113","San Jose"
"994",2014-03-24,75,61,46,10,10,10,15,6,18,0,"0","No event","95113","San Jose"
"995",2014-03-25,67,56,44,10,10,9,20,4,23,0.08,"4","Rain","95113","San Jose"
"996",2014-03-26,63,57,50,10,10,5,18,7,24,0.08,"5","Rain","95113","San Jose"
"997",2014-03-27,65,56,46,10,10,10,13,6,20,0,"5","No event","95113","San Jose"
"998",2014-03-28,71,61,50,10,10,10,15,7,18,0,"5","No event","95113","San Jose"
"999",2014-03-29,63,57,50,10,10,5,18,9,23,0.33,"6","Rain","95113","San Jose"
"1000",2014-03-30,63,55,47,10,10,10,17,7,22,0.01,"5","Rain","95113","San Jose"
"1001",2014-03-31,57,50,43,10,9,3,23,9,32,0.42,"5","Rain","95113","San Jose"
"1002",2014-04-01,57,50,43,10,10,6,23,10,32,0.29,"6","Rain","95113","San Jose"
"1003",2014-04-02,61,52,43,10,10,10,16,7,20,0.01,"2","No event","95113","San Jose"
"1004",2014-04-03,66,55,43,10,10,10,16,7,21,0,"4","No event","95113","San Jose"
"1005",2014-04-04,61,55,49,10,9,2,16,8,22,0.09,"6","Rain","95113","San Jose"
"1006",2014-04-05,67,59,50,10,10,10,21,8,23,0,"3","No event","95113","San Jose"
"1007",2014-04-06,76,61,46,10,10,10,16,5,23,0,"2","No event","95113","San Jose"
"1008",2014-04-07,82,68,53,10,10,10,15,4,18,0,"0","No event","95113","San Jose"
"1009",2014-04-08,87,72,56,10,10,10,17,4,21,0,"4","No event","95113","San Jose"
"1010",2014-04-09,75,65,54,10,10,9,13,5,18,0,"4","No event","95113","San Jose"
"1011",2014-04-10,80,66,52,10,9,5,13,4,14,0,"5","No event","95113","San Jose"
"1012",2014-04-11,70,62,54,10,10,8,14,6,17,0,"6","No event","95113","San Jose"
"1013",2014-04-12,71,62,53,10,10,10,18,7,22,0,"4","No event","95113","San Jose"
"1014",2014-04-13,75,65,54,10,10,10,18,6,22,0,"3","No event","95113","San Jose"
"1015",2014-04-14,76,64,51,10,9,5,13,5,16,0,"2","No event","95113","San Jose"
"1016",2014-04-15,72,59,45,10,10,8,17,6,20,0,"3","No event","95113","San Jose"
"1017",2014-04-16,79,64,49,10,10,9,16,6,20,0,"2","No event","95113","San Jose"
"1018",2014-04-17,73,63,52,10,10,9,21,6,25,0,"3","No event","95113","San Jose"
"1019",2014-04-18,71,61,51,10,10,10,20,6,22,0,"2","No event","95113","San Jose"
"1020",2014-04-19,69,60,50,10,10,10,20,7,26,0,"2","No event","95113","San Jose"
"1021",2014-04-20,80,65,50,10,10,10,20,5,25,0,"1","No event","95113","San Jose"
"1022",2014-04-21,74,62,50,10,10,10,24,6,29,0,"5","No event","95113","San Jose"
"1023",2014-04-23,67,57,47,10,10,10,21,8,26,0,"3","No event","95113","San Jose"
"1024",2014-04-24,68,59,50,10,10,10,21,7,25,0,"5","Rain","95113","San Jose"
"1025",2014-04-25,61,56,50,10,9,5,21,7,26,0.25,"7","Rain","95113","San Jose"
"1026",2014-04-26,63,55,48,10,10,10,17,11,26,0,"6","No event","95113","San Jose"
"1027",2014-04-27,67,59,51,10,10,10,22,9,28,0,"5","No event","95113","San Jose"
"1028",2014-04-28,73,60,47,10,10,10,21,7,25,0,"1","No event","95113","San Jose"
"1029",2014-04-29,86,67,48,10,10,10,15,4,20,0,"3","No event","95113","San Jose"
"1030",2014-04-30,93,76,58,10,10,10,16,5,18,0,"3","No event","95113","San Jose"
"1031",2014-05-01,92,75,58,10,10,10,22,6,26,0,"3","No event","95113","San Jose"
"1032",2014-05-02,84,69,54,10,10,10,18,6,23,0,"4","No event","95113","San Jose"
"1033",2014-05-03,69,62,54,10,10,10,22,10,29,0,"4","No event","95113","San Jose"
"1034",2014-05-04,71,62,52,10,10,10,22,9,28,0,"4","No event","95113","San Jose"
"1035",2014-05-05,67,60,53,10,10,10,22,11,30,0,"4","No event","95113","San Jose"
"1036",2014-05-06,71,61,50,10,10,10,24,10,31,0,"1","No event","95113","San Jose"
"1037",2014-05-07,70,59,48,10,10,6,21,7,26,0,"4","No event","95113","San Jose"
"1038",2014-05-08,70,60,50,10,10,10,14,5,17,0,"6","Rain","95113","San Jose"
"1039",2014-05-09,70,62,53,10,10,8,23,13,28,0,"5","No event","95113","San Jose"
"1040",2014-05-10,69,60,51,10,10,10,29,11,32,0,"1","No event","95113","San Jose"
"1041",2014-05-11,78,63,48,10,10,10,25,9,30,0,"1","No event","95113","San Jose"
"1042",2014-05-12,86,68,50,10,10,10,20,7,25,0,"2","No event","95113","San Jose"
"1043",2014-05-13,95,75,55,10,10,10,18,5,25,0,"0","No event","95113","San Jose"
"1044",2014-05-14,94,76,57,10,10,10,18,7,22,0,"2","No event","95113","San Jose"
"1045",2014-05-15,89,74,58,10,10,10,22,7,26,0,"4","No event","95113","San Jose"
"1046",2014-05-16,78,67,56,10,10,10,18,8,22,0,"4","No event","95113","San Jose"
"1047",2014-05-17,72,63,54,10,10,10,20,8,23,0,"4","No event","95113","San Jose"
"1048",2014-05-18,72,64,56,10,10,10,24,11,28,0,"2","No event","95113","San Jose"
"1049",2014-05-20,72,63,53,10,10,10,21,7,25,0,"5","No event","95113","San Jose"
"1050",2014-05-21,77,66,55,10,10,10,20,7,24,0,"3","No event","95113","San Jose"
"1051",2014-05-22,76,66,55,10,10,10,20,6,23,0,"5","No event","95113","San Jose"
"1052",2014-05-23,76,66,56,10,9,4,18,6,22,0,"5","No event","95113","San Jose"
"1053",2014-05-24,74,65,55,10,10,10,21,7,24,0,"2","No event","95113","San Jose"
"1054",2014-05-25,83,69,54,10,10,10,18,7,22,0,"1","No event","95113","San Jose"
"1055",2014-05-26,82,68,54,10,10,10,20,8,25,0,"0","No event","95113","San Jose"
"1056",2014-05-27,74,63,52,10,10,10,22,8,26,0,"0","No event","95113","San Jose"
"1057",2014-05-28,76,64,52,10,10,10,22,10,26,0,"0","No event","95113","San Jose"
"1058",2014-05-29,83,68,53,10,10,10,18,7,23,0,"1","No event","95113","San Jose"
"1059",2014-05-30,69,61,52,10,9,7,21,9,28,0,"2","No event","95113","San Jose"
"1060",2014-05-31,76,66,55,10,10,10,14,6,18,0,"3","No event","95113","San Jose"
"1061",2014-06-01,80,66,52,10,10,9,16,7,20,0,"1","No event","95113","San Jose"
"1062",2014-06-02,75,63,51,10,10,10,21,10,24,0,"1","No event","95113","San Jose"
"1063",2014-06-03,78,66,54,10,10,10,16,9,20,0,"1","No event","95113","San Jose"
"1064",2014-06-04,80,66,52,10,10,10,16,6,20,0,"1","No event","95113","San Jose"
"1065",2014-06-05,81,68,55,10,10,8,16,6,20,0,"1","No event","95113","San Jose"
"1066",2014-06-06,77,65,53,10,10,10,15,8,20,0,"0","No event","95113","San Jose"
"1067",2014-06-07,79,66,53,10,10,9,15,7,18,0,"1","No event","95113","San Jose"
"1068",2014-06-08,92,75,58,10,10,8,20,5,23,0,"0","No event","95113","San Jose"
"1069",2014-06-09,88,76,63,10,10,10,18,6,22,0,"0","No event","95113","San Jose"
"1070",2014-06-10,77,67,57,10,10,9,16,8,22,0,"0","No event","95113","San Jose"
"1071",2014-06-11,79,68,57,10,10,10,18,10,23,0,"1","No event","95113","San Jose"
"1072",2014-06-12,72,65,57,10,10,10,21,9,24,0,"3","No event","95113","San Jose"
"1073",2014-06-13,79,66,53,10,10,9,21,7,24,0,"0","No event","95113","San Jose"
"1074",2014-06-14,88,72,55,10,10,10,22,6,28,0,"2","No event","95113","San Jose"
"1075",2014-06-15,74,64,54,10,10,10,22,8,28,0,"4","No event","95113","San Jose"
"1076",2014-06-16,71,62,53,10,10,10,21,7,24,0,"1","No event","95113","San Jose"
"1077",2014-06-17,78,65,52,10,10,10,21,10,24,0,"1","No event","95113","San Jose"
"1078",2014-06-18,88,71,53,10,10,10,22,7,26,0,"0","No event","95113","San Jose"
"1079",2014-06-19,77,66,55,10,10,10,18,8,22,0,"1","No event","95113","San Jose"
"1080",2014-06-20,83,70,56,10,10,10,23,7,28,0,"4","No event","95113","San Jose"
"1081",2014-06-21,72,63,54,10,10,10,15,6,21,0,"3","No event","95113","San Jose"
"1082",2014-06-22,74,64,53,10,10,10,21,6,26,0,"1","No event","95113","San Jose"
"1083",2014-06-23,78,66,53,10,9,6,18,7,22,0,"3","No event","95113","San Jose"
"1084",2014-06-24,75,66,57,10,10,10,21,7,26,0,"1","No event","95113","San Jose"
"1085",2014-06-25,74,66,57,10,10,10,20,8,28,0,"4","No event","95113","San Jose"
"1086",2014-06-26,77,69,60,10,10,10,22,10,25,0.01,"4","No event","95113","San Jose"
"1087",2014-06-27,78,69,59,10,10,10,21,9,25,0,"3","No event","95113","San Jose"
"1088",2014-06-28,77,68,59,10,10,10,21,9,28,0,"1","No event","95113","San Jose"
"1089",2014-06-29,87,72,57,10,10,10,17,5,21,0,"0","No event","95113","San Jose"
"1090",2014-06-30,92,77,62,10,10,10,17,6,20,0,"4","No event","95113","San Jose"
"1091",2014-07-01,79,68,57,10,10,10,16,8,21,0,"1","No event","95113","San Jose"
"1092",2014-07-02,81,69,57,10,10,10,22,8,25,0,"2","No event","95113","San Jose"
"1093",2014-07-03,81,69,56,10,10,8,16,7,21,0,"0","No event","95113","San Jose"
"1094",2014-07-04,79,69,58,10,10,8,17,7,21,0,"0","No event","95113","San Jose"
"1095",2014-07-05,82,70,57,10,9,5,15,6,18,0,"2","No event","95113","San Jose"
"1096",2014-07-06,82,70,57,10,10,10,13,6,17,0,"1","No event","95113","San Jose"
"1097",2014-07-07,82,71,59,10,10,10,14,5,17,0,"4","No event","95113","San Jose"
"1098",2014-07-08,80,70,59,10,10,10,15,7,21,0,"2","No event","95113","San Jose"
"1099",2014-07-09,80,69,57,10,10,10,15,9,20,0,"0","No event","95113","San Jose"
"1100",2014-07-10,80,69,58,10,10,10,17,9,24,0,"1","No event","95113","San Jose"
"1101",2014-07-11,76,68,59,10,10,10,20,9,24,0,"2","No event","95113","San Jose"
"1102",2014-07-12,73,66,58,10,10,10,18,8,22,0,"4","No event","95113","San Jose"
"1103",2014-07-13,77,68,58,10,10,10,13,6,15,0,"5","No event","95113","San Jose"
"1104",2014-07-14,86,74,62,10,10,9,16,5,24,0,"3","No event","95113","San Jose"
"1105",2014-07-15,83,72,61,10,10,10,14,7,22,0,"4","No event","95113","San Jose"
"1106",2014-07-16,83,73,62,10,10,10,21,8,25,0,"3","No event","95113","San Jose"
"1107",2014-07-17,78,69,60,10,10,10,20,8,25,0,"1","No event","95113","San Jose"
"1108",2014-07-18,76,69,61,10,10,10,16,9,21,0,"3","No event","95113","San Jose"
"1109",2014-07-19,78,70,62,10,10,10,16,7,21,0,"5","No event","95113","San Jose"
"1110",2014-07-20,78,71,63,10,10,10,18,8,24,0,"5","No event","95113","San Jose"
"1111",2014-07-21,79,71,62,10,10,10,18,8,23,0,"3","No event","95113","San Jose"
"1112",2014-07-22,79,71,62,10,10,10,20,8,24,0,"4","Rain","95113","San Jose"
"1113",2014-07-23,78,69,59,10,10,10,20,8,26,0,"2","No event","95113","San Jose"
"1114",2014-07-24,85,72,59,10,10,10,18,7,23,0,"1","No event","95113","San Jose"
"1115",2014-07-25,94,78,61,10,10,10,18,6,22,0,"1","No event","95113","San Jose"
"1116",2014-07-26,88,75,61,10,10,10,17,7,21,0,"2","No event","95113","San Jose"
"1117",2014-07-27,86,74,62,10,10,10,14,6,17,0,"3","No event","95113","San Jose"
"1118",2014-07-28,82,71,60,10,10,10,15,5,18,0,"4","No event","95113","San Jose"
"1119",2014-07-29,83,73,62,10,10,10,15,7,18,0,"1","No event","95113","San Jose"
"1120",2014-07-30,82,72,61,10,10,9,15,7,18,0,"2","No event","95113","San Jose"
"1121",2014-07-31,80,71,61,10,10,8,14,6,15,0,"4","No event","95113","San Jose"
"1122",2014-08-01,82,71,60,10,10,8,16,6,20,0,"2","No event","95113","San Jose"
"1123",2014-08-02,75,68,60,10,9,7,15,7,17,0,"4","No event","95113","San Jose"
"1124",2014-08-03,74,66,58,10,10,10,16,7,21,0,"6","No event","95113","San Jose"
"1125",2014-08-04,79,69,59,10,10,10,18,8,22,0,"5","No event","95113","San Jose"
"1126",2014-08-05,80,71,62,10,10,10,21,6,26,0,"5","No event","95113","San Jose"
"1127",2014-08-06,85,74,62,10,10,10,18,7,22,0,"4","No event","95113","San Jose"
"1128",2014-08-07,78,70,62,10,10,7,16,6,20,0,"3","No event","95113","San Jose"
"1129",2014-08-08,80,69,58,10,10,7,15,6,18,0,"3","No event","95113","San Jose"
"1130",2014-08-09,75,67,58,10,10,8,16,8,20,0,"2","No event","95113","San Jose"
"1131",2014-08-10,80,70,59,10,10,10,16,6,18,0,"5","No event","95113","San Jose"
"1132",2014-08-11,79,69,58,10,10,10,14,6,18,0,"1","No event","95113","San Jose"
"1133",2014-08-12,79,69,59,10,10,10,17,9,21,0,"3","No event","95113","San Jose"
"1134",2014-08-13,81,71,61,10,10,10,20,8,24,0,"3","No event","95113","San Jose"
"1135",2014-08-14,79,70,61,10,10,10,16,6,20,0,"3","No event","95113","San Jose"
"1136",2014-08-15,81,69,57,10,10,10,14,7,17,0,"1","No event","95113","San Jose"
"1137",2014-08-16,80,70,60,10,10,8,16,6,20,0,"3","No event","95113","San Jose"
"1138",2014-08-17,77,68,59,10,10,7,15,6,20,0,"3","No event","95113","San Jose"
"1139",2014-08-18,76,68,59,10,10,8,17,6,22,0,"4","No event","95113","San Jose"
"1140",2014-08-19,79,70,61,10,10,9,15,7,20,0,"5","No event","95113","San Jose"
"1141",2014-08-20,81,71,60,10,10,10,16,9,21,0,"3","No event","95113","San Jose"
"1142",2014-08-21,80,70,59,10,10,10,16,8,21,0,"0","No event","95113","San Jose"
"1143",2014-08-22,81,71,60,10,10,10,21,8,24,0,"1","No event","95113","San Jose"
"1144",2014-08-23,79,70,60,10,10,10,16,8,22,0,"3","No event","95113","San Jose"
"1145",2014-08-24,77,68,58,10,10,10,17,8,21,0,"2","No event","95113","San Jose"
"1146",2014-08-25,77,68,58,10,10,10,20,8,23,0,"3","No event","95113","San Jose"
"1147",2014-08-26,77,67,56,10,10,10,15,5,24,0,"1","No event","95113","San Jose"
"1148",2014-08-27,83,72,60,10,10,10,16,6,20,0,"0","No event","95113","San Jose"
"1149",2014-08-28,82,71,60,10,9,7,15,6,26,0,"2","No event","95113","San Jose"
"1150",2014-08-29,83,72,60,10,9,7,21,5,24,0,"6","No event","95113","San Jose"
"1151",2014-08-30,86,74,61,10,10,10,21,6,24,0,"1","No event","95113","San Jose"
"1152",2014-08-31,82,70,58,10,10,10,20,6,22,0,"0","No event","95113","San Jose"
"1153",2014-09-01,83,70,57,10,10,8,16,7,20,0,"0","No event","94107","San Francisco"
"1154",2014-09-02,72,66,60,10,10,7,21,8,NA,0,"5","No event","94107","San Francisco"
"1155",2014-09-03,76,69,61,10,10,10,21,8,24,0,"4","No event","94107","San Francisco"
"1156",2014-09-04,74,68,61,10,10,8,22,8,25,0,"5","No event","94107","San Francisco"
"1157",2014-09-05,72,66,60,10,9,7,18,8,32,0,"4","No event","94107","San Francisco"
"1158",2014-09-06,72,66,60,10,9,7,17,9,30,0,"4","No event","94107","San Francisco"
"1159",2014-09-07,72,66,60,10,10,10,18,10,28,0,"3","No event","94107","San Francisco"
"1160",2014-09-08,68,64,59,10,10,10,18,12,22,0,"4","No event","94107","San Francisco"
"1161",2014-09-09,72,65,57,10,10,10,17,7,21,0,"5","No event","94107","San Francisco"
"1162",2014-09-10,82,68,54,10,9,5,16,5,20,0,"1","No event","94107","San Francisco"
"1163",2014-09-11,83,70,57,10,8,2,20,7,22,0,"2","No event","94107","San Francisco"
"1164",2014-09-12,77,67,57,10,9,6,15,8,23,0,"1","No event","94107","San Francisco"
"1165",2014-09-13,75,67,59,10,10,9,22,8,33,0,"4","No event","94107","San Francisco"
"1166",2014-09-14,74,67,60,10,10,9,18,8,28,0,"2","No event","94107","San Francisco"
"1167",2014-09-16,78,68,58,10,10,8,18,7,21,0,"4","No event","94107","San Francisco"
"1168",2014-09-17,77,69,61,10,10,9,21,9,29,0,"5","Rain","94107","San Francisco"
"1169",2014-09-18,78,70,61,10,10,6,20,9,29,0,"5","Rain","94107","San Francisco"
"1170",2014-09-19,73,66,59,10,10,8,23,7,31,0,"5","No event","94107","San Francisco"
"1171",2014-09-20,71,67,63,10,10,10,20,9,23,0,"6","No event","94107","San Francisco"
"1172",2014-09-21,69,67,64,10,10,10,22,11,28,0,"8","No event","94107","San Francisco"
"1173",2014-09-22,75,69,63,10,10,10,18,9,21,0,"4","No event","94107","San Francisco"
"1174",2014-09-23,75,69,63,10,10,7,18,8,23,0,"5","Rain","94107","San Francisco"
"1175",2014-09-24,77,71,65,10,9,5,20,9,26,0.01,"6","Rain","94107","San Francisco"
"1176",2014-09-25,72,65,58,10,8,2,21,6,24,0.43,"6","Rain","94107","San Francisco"
"1177",2014-09-26,73,67,60,10,10,10,25,9,29,0,"4","No event","94107","San Francisco"
"1178",2014-09-27,71,63,55,10,10,10,18,9,24,0,"3","No event","94107","San Francisco"
"1179",2014-09-28,72,67,61,10,10,10,15,7,17,0,"6","No event","94107","San Francisco"
"1180",2014-09-29,69,63,57,10,10,8,20,8,28,0,"5","No event","94107","San Francisco"
"1181",2014-09-30,73,65,57,10,10,9,16,7,18,0,"4","No event","94107","San Francisco"
"1182",2014-10-01,83,68,53,10,10,8,15,4,31,0,"1","No event","94107","San Francisco"
"1183",2014-10-02,87,70,52,10,10,9,14,6,18,0,"0","No event","94107","San Francisco"
